id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
1037,23259,2026-01-09,10301.15,RECHAZADO
1038,8757,2025-04-18,581.68,ABIERTO
1040,20928,2025-11-20,13560.16,RECHAZADO
1041,10322,2026-02-12,5303.75,CERRADO
1042,8757,2026-01-01,2918.19,ABIERTO
1043,4254,2025-01-31,11298.38,CERRADO
1047,15632,2025-11-24,4927.0,ABIERTO
1048,649,2025-01-26,7422.33,CERRADO
1049,6326,2025-09-27,12496.34,CERRADO
1050,18759,2025-10-02,14754.13,ABIERTO
1051,8317,2025-05-28,10460.32,RECHAZADO
1052,10082,2025-05-13,933.54,CERRADO
1053,8739,2025-07-01,13256.69,ABIERTO
1054,178,2025-02-22,8796.59,ABIERTO
1056,3455,2025-08-17,4182.88,RECHAZADO
1057,12563,2025-07-24,8110.11,ABIERTO
1058,19074,2025-02-20,10412.27,CERRADO
1061,25739,2025-03-09,10090.98,ABIERTO
1065,21567,2025-08-23,10277.84,ABIERTO
1067,3241,2025-01-04,2155.91,RECHAZADO
1068,22744,2025-07-16,6905.13,ABIERTO
1069,3723,2025-02-01,1091.83,RECHAZADO
1071,6778,2025-08-27,5828.56,ABIERTO
1072,24530,2025-01-08,2521.52,CERRADO
1073,8355,2025-01-22,13989.65,CERRADO
1074,15640,2025-09-15,1922.21,CERRADO
1075,14674,2025-06-01,5148.29,CERRADO
1077,6270,2025-08-26,1997.62,ABIERTO
1079,11635,2025-09-07,14296.79,ABIERTO
1080,14736,2025-11-28,3743.04,RECHAZADO
1083,1337,2025-06-22,224.42,CERRADO
1084,2742,2025-03-24,4897.88,RECHAZADO
1085,10737,2025-12-05,5919.75,ABIERTO
1087,10117,2025-10-09,4498.53,CERRADO
1088,22336,2025-08-08,6990.68,CERRADO
1089,22409,2025-06-21,11798.06,CERRADO
1090,23591,2026-02-20,8369.37,CERRADO
1093,14884,2026-02-17,4005.29,RECHAZADO
1095,16132,2025-12-21,13687.41,CERRADO
1098,19355,2025-07-05,7889.33,ABIERTO
1099,8554,2025-07-24,13054.94,CERRADO
1100,21437,2025-03-09,4353.92,CERRADO
1101,14604,2025-01-01,9132.38,ABIERTO
1102,25677,2025-01-09,6992.09,ABIERTO
1103,15069,2025-06-29,12721.61,ABIERTO
1104,23259,2025-01-20,5724.16,CERRADO
1107,13130,2025-07-13,7120.85,CERRADO
1108,7405,2025-03-28,3579.1,RECHAZADO
1109,21960,2025-08-05,234.11,ABIERTO
1110,7307,2026-01-01,6284.09,ABIERTO
1112,16501,2025-03-26,5502.88,CERRADO
1115,2855,2025-04-02,4674.38,CERRADO
1116,15493,2025-12-08,9778.99,CERRADO
1119,24714,2025-11-13,11083.46,RECHAZADO
1121,20858,2025-11-12,795.7,CERRADO
1122,12929,2025-03-04,3493.27,ABIERTO
1123,6641,2025-12-08,1082.95,ABIERTO
1125,25600,2025-10-28,13156.95,CERRADO
1128,14020,2025-08-01,4521.74,RECHAZADO
1130,688,2025-09-01,1651.92,CERRADO
1131,19776,2025-12-05,749.79,ABIERTO
1135,15345,2025-05-17,2176.94,CERRADO
1137,1806,2025-09-09,9584.18,ABIERTO
1138,17240,2025-08-08,1170.01,CERRADO
1139,6215,2025-01-16,13514.51,ABIERTO
1140,23028,2025-11-01,6684.61,CERRADO
1141,7917,2025-11-16,4405.51,CERRADO
1142,14020,2025-04-11,3255.1,CERRADO
1143,3121,2025-03-12,4454.47,CERRADO
1144,17946,2025-11-04,12781.95,ABIERTO
1145,2981,2026-02-05,1217.23,ABIERTO
1147,20793,2025-04-04,3113.62,RECHAZADO
1148,1940,2025-06-10,13283.55,CERRADO
1149,19340,2025-10-13,14517.55,CERRADO
1151,3324,2026-01-23,6532.67,ABIERTO
1152,7979,2025-07-12,11733.04,RECHAZADO
1154,11248,2025-09-22,8440.6,CERRADO
1155,1189,2025-10-25,4509.87,ABIERTO
1158,4891,2025-02-01,2632.99,RECHAZADO
1159,6964,2025-05-26,14016.53,ABIERTO
1161,21907,2026-09-01,530.88,CERRADO
1164,23556,2025-11-22,3978.56,ABIERTO
1166,24114,2025-04-04,3471.47,RECHAZADO
1167,286,2025-08-05,8397.54,CERRADO
1169,11760,2025-02-23,3075.23,CERRADO
1170,12816,2025-01-10,8627.81,ABIERTO
1171,6309,2025-09-26,7539.72,CERRADO
1173,24937,2025-07-15,10267.29,CERRADO
1175,14609,2025-09-03,2394.64,ABIERTO
1177,20034,2025-03-09,1063.96,ABIERTO
1178,453,2026-01-16,4385.65,ABIERTO
1179,6385,2025-10-30,513.6,RECHAZADO
1180,19288,2025-05-10,1147.2,CERRADO
1181,801,2025-08-21,7863.08,RECHAZADO
1183,5467,2026-01-28,10477.86,ABIERTO
1186,11436,2025-11-21,9269.46,ABIERTO
1188,11278,2025-02-09,9954.49,CERRADO
1189,13758,2026-02-21,7538.65,CERRADO
1192,8295,2025-06-15,6741.92,RECHAZADO
1193,4216,2025-10-06,8502.18,RECHAZADO
1196,10349,2025-08-02,9104.31,CERRADO
1200,14387,2025-01-01,1174.91,CERRADO
1202,15557,2026-02-04,11977.15,ABIERTO
1203,20049,2025-04-15,10830.41,ABIERTO
1206,15823,2025-06-11,9814.88,CERRADO
1207,1951,2025-10-05,7073.11,ABIERTO
1209,20312,2025-05-29,1540.0,RECHAZADO
1210,24186,2025-07-08,12984.46,CERRADO
1215,10385,2025-02-01,2146.77,RECHAZADO
1216,19985,2025-07-06,11207.21,RECHAZADO
1217,1757,2025-10-22,13977.45,CERRADO
1218,13968,2026-02-20,5718.28,CERRADO
1223,8808,2026-01-27,5726.65,ABIERTO
1224,12468,2025-04-07,13427.65,RECHAZADO
1228,2407,2025-06-16,5542.27,CERRADO
1232,13777,2025-05-28,14407.87,CERRADO
1233,19055,2025-04-08,493.42,RECHAZADO
1234,18450,2025-12-09,9867.5,CERRADO
1235,8554,2025-05-17,9417.71,ABIERTO
1236,18995,2025-05-25,14867.87,ABIERTO
1237,19508,2025-12-02,9713.0,ABIERTO
1238,9697,2025-03-23,1040.72,CERRADO
1239,21836,2025-12-06,12831.95,RECHAZADO
1241,21089,2026-02-17,1043.91,CERRADO
1243,7188,2025-03-28,2976.15,CERRADO
1244,12283,2025-03-23,7946.62,ABIERTO
1246,22854,2025-04-05,2984.77,CERRADO
1249,20643,2025-11-17,6978.95,CERRADO
1252,22472,2025-07-08,2721.9,CERRADO
1255,5220,2025-12-05,115.46,RECHAZADO
1256,19180,2025-07-27,4203.56,ABIERTO
1257,5501,2025-05-30,4905.82,ABIERTO
1258,16974,2025-03-28,3290.95,ABIERTO
1259,3187,2025-08-27,9532.1,RECHAZADO
1262,25653,2025-01-14,5950.12,RECHAZADO
1265,18782,2025-06-22,6593.27,RECHAZADO
1266,9636,2025-09-06,7815.71,CERRADO
1267,6892,2025-01-11,10975.97,CERRADO
1270,12115,2025-12-02,9620.5,ABIERTO
1273,2951,2025-12-11,10068.99,ABIERTO
1274,22013,2025-03-27,8107.44,ABIERTO
1278,1004,2025-05-08,5515.78,RECHAZADO
1279,22809,2025-01-20,11632.79,ABIERTO
1280,4880,2025-10-11,4587.25,CERRADO
1281,9897,2025-12-31,5477.26,RECHAZADO
1282,12153,2025-03-01,14167.1,ABIERTO
1283,701,2026-01-26,9490.68,CERRADO
1285,13726,2025-09-30,2496.81,RECHAZADO
1286,18053,2025-11-29,4299.28,ABIERTO
1288,4829,2025-06-13,221.47,ABIERTO
1289,17008,2025-06-04,2030.56,ABIERTO
1290,11498,2025-11-12,6656.02,ABIERTO
1292,11117,2025-03-24,11272.92,ABIERTO
1293,10643,2025-10-04,303.03,ABIERTO
1296,5367,2025-01-25,2696.11,CERRADO
1298,21679,2025-08-06,3205.53,ABIERTO
1299,1862,2025-03-13,3051.7,ABIERTO
1301,4930,2025-10-06,499.17,RECHAZADO
1304,17185,2025-01-29,2863.3,CERRADO
1305,22650,2025-04-12,3885.68,ABIERTO
1309,14353,2025-07-31,2037.84,ABIERTO
1312,2189,2025-02-26,14191.56,ABIERTO
1313,10802,2025-09-26,10183.67,RECHAZADO
1314,4439,2025-03-31,5353.68,CERRADO
1315,13728,2025-03-13,1409.91,ABIERTO
1318,13716,2025-10-19,10715.88,RECHAZADO
1321,5808,2025-06-21,13056.06,CERRADO
1323,16976,2025-02-10,10001.37,ABIERTO
1324,16939,2025-09-24,10120.18,CERRADO
1327,5838,2025-10-24,5233.17,CERRADO
1328,23471,2025-11-13,5596.99,ABIERTO
1330,12750,2025-02-13,8095.69,ABIERTO
1331,4675,2026-01-31,8657.7,ABIERTO
1333,4591,2025-12-26,12730.18,ABIERTO
1334,7227,2025-09-15,804.95,CERRADO
1336,21837,2025-03-29,3334.44,CERRADO
1337,17413,2025-04-22,10772.53,CERRADO
1340,11500,2025-04-18,442.62,CERRADO
1341,23276,2025-09-06,12496.18,CERRADO
1343,4046,2025-06-04,10329.5,ABIERTO
1344,19571,2025-08-13,8283.79,ABIERTO
1345,21223,2025-05-31,9074.3,CERRADO
1346,22227,2025-01-23,2622.23,ABIERTO
1348,5073,2025-06-18,6507.63,ABIERTO
1349,12103,2025-04-03,682.74,ABIERTO
1350,5092,2025-11-14,500.96,ABIERTO
1352,734,2025-08-27,7397.35,CERRADO
1353,7303,2025-12-03,5680.67,CERRADO
1354,3772,2025-01-12,10725.18,ABIERTO
1356,23951,2025-01-03,12068.19,CERRADO
1359,14693,2025-02-02,8813.51,RECHAZADO
1360,15434,2025-07-29,4937.06,ABIERTO
1361,24260,2025-07-29,9292.89,RECHAZADO
1363,13954,2025-06-09,9163.92,ABIERTO
1365,2636,2025-11-23,5232.09,ABIERTO
1366,17006,2025-12-27,3110.71,ABIERTO
1367,6415,2025-03-23,2046.86,CERRADO
1368,8517,2025-12-13,1480.73,CERRADO
1369,20754,2025-05-31,8463.75,CERRADO
1372,22316,2025-10-22,11612.33,CERRADO
1375,21863,2025-07-05,7731.57,ABIERTO
1376,23249,2025-02-05,5608.92,ABIERTO
1378,11583,2025-07-14,658.77,ABIERTO
1381,10201,2025-12-28,3670.1,CERRADO
1382,24644,2025-02-18,13161.99,CERRADO
1383,22773,2025-01-21,11356.07,CERRADO
1384,3654,2025-09-06,8018.27,CERRADO
1385,9473,2025-10-23,1961.73,CERRADO
1386,15656,2025-07-20,12330.75,ABIERTO
1387,11547,2025-07-08,9451.98,CERRADO
1390,24285,2025-12-25,1372.5,ABIERTO
1391,14555,2025-04-06,12680.32,RECHAZADO
1392,10245,2025-10-10,13014.49,ABIERTO
1393,4540,2025-02-17,768.87,RECHAZADO
1395,6852,2025-07-08,12344.54,ABIERTO
1396,21395,2025-04-17,5952.86,RECHAZADO
1397,23636,2025-02-19,252.58,ABIERTO
1398,13443,2025-07-26,4318.21,CERRADO
1399,3874,2025-07-22,9300.73,ABIERTO
1401,23112,2025-02-14,4658.41,ABIERTO
1402,13617,2025-04-22,2604.92,ABIERTO
1403,4283,2025-12-04,2633.56,CERRADO
1406,8719,2026-01-01,5915.97,ABIERTO
1408,11496,2025-07-26,4223.35,CERRADO
1409,2869,2025-02-01,1436.35,ABIERTO
1410,15619,2025-08-04,509.16,ABIERTO
1412,25836,2025-06-03,2588.64,CERRADO
1416,1806,2025-10-14,3319.22,CERRADO
1419,22929,2025-05-04,14636.87,CERRADO
1421,11500,2026-01-24,3250.69,CERRADO
1422,11242,2025-05-04,5377.58,CERRADO
1423,20759,2025-02-12,8372.01,ABIERTO
1425,3831,2025-08-07,4022.3,ABIERTO
1426,15555,2025-02-07,11281.7,ABIERTO
1429,6094,2026-02-11,5609.24,ABIERTO
1432,18937,2025-07-05,4516.8,RECHAZADO
1434,7243,2026-01-09,9405.4,ABIERTO
1436,9916,2025-10-19,7881.42,ABIERTO
1439,9524,2025-12-29,9763.54,CERRADO
1440,25659,2025-08-23,13715.45,RECHAZADO
1442,10386,2025-08-14,3876.08,RECHAZADO
1443,3844,2025-03-12,11811.71,RECHAZADO
1444,24168,2025-12-05,14088.58,CERRADO
1446,24075,2025-05-02,13164.51,CERRADO
1448,19000,2025-09-29,1360.72,RECHAZADO
1449,6946,2025-03-28,11267.8,ABIERTO
1451,6017,2025-05-08,10790.9,ABIERTO
1452,1559,2026-01-01,4642.79,CERRADO
1453,6962,2025-07-30,1960.6,RECHAZADO
1455,6845,2025-12-31,6984.65,ABIERTO
1456,6309,2025-03-23,11704.65,CERRADO
1457,7235,2025-12-02,9943.98,RECHAZADO
1460,14525,2025-08-05,11664.98,CERRADO
1465,16903,2025-10-13,5932.82,ABIERTO
1467,8091,2025-12-25,10067.34,CERRADO
1468,15318,2025-04-18,14275.89,ABIERTO
1470,14357,2025-08-20,14734.22,ABIERTO
1472,25735,2025-12-02,273.0,RECHAZADO
1473,6774,2025-03-22,12349.69,ABIERTO
1474,7678,2025-04-24,2107.21,CERRADO
1475,17162,2026-02-24,12664.2,CERRADO
1476,15429,2025-08-20,3455.7,CERRADO
1477,1797,2026-07-02,7228.05,ABIERTO
1478,17213,2025-05-20,6066.61,ABIERTO
1480,10246,2026-01-10,3505.6,CERRADO
1482,12339,2025-11-22,3411.32,ABIERTO
1484,10128,2026-01-19,4575.3,ABIERTO
1485,3739,2025-04-26,14002.05,CERRADO
1486,23140,2025-08-03,2239.16,ABIERTO
1488,16339,2025-09-16,9866.18,ABIERTO
1491,19473,2025-07-22,10608.9,RECHAZADO
1492,21099,2025-01-08,12954.99,CERRADO
1494,15707,2025-04-27,6861.88,ABIERTO
1495,22639,2025-09-06,1953.69,CERRADO
1499,1534,2026-01-07,12862.23,ABIERTO
1500,5188,2025-09-01,4021.79,CERRADO
1501,20221,2025-08-10,14105.12,ABIERTO
1502,22109,2025-11-28,7280.03,CERRADO
1503,582,2025-10-22,6460.87,ABIERTO
1504,34,2026-01-27,14397.53,RECHAZADO
1505,10002,2025-08-31,9031.72,CERRADO
1506,3340,2025-07-18,4108.93,ABIERTO
1507,5010,2025-04-09,5191.04,ABIERTO
1509,7610,2026-02-22,2361.74,RECHAZADO
1511,7607,2025-06-22,-13471.35,RECHAZADO
1512,5142,2025-01-25,332.33,ABIERTO
1513,22963,2026-02-18,3458.42,ABIERTO
1515,17258,2025-11-03,4635.56,RECHAZADO
1516,13612,2025-09-29,5423.67,ABIERTO
1518,5846,2025-05-27,1332.3,CERRADO
1522,25614,2025-11-30,8082.96,CERRADO
1524,18949,2025-09-07,332.33,ABIERTO
1525,23896,2025-05-30,13646.22,ABIERTO
1527,10146,2025-09-11,6683.03,ABIERTO
1529,7374,2026-02-04,3842.97,ABIERTO
1530,5798,2025-07-08,10158.37,ABIERTO
1533,11986,2025-06-16,9924.28,ABIERTO
1535,77,2025-06-25,1178.57,ABIERTO
1536,12103,2025-04-02,10843.39,ABIERTO
1538,23031,2026-02-03,6244.92,ABIERTO
1539,9993,2025-12-22,9987.17,ABIERTO
1541,17026,2025-03-27,14486.33,ABIERTO
1542,23386,2025-08-24,4286.4,ABIERTO
1545,21286,2025-02-24,10473.34,RECHAZADO
1546,6982,2025-02-15,8590.3,RECHAZADO
1547,2713,2025-03-20,14836.7,CERRADO
1549,16260,2025-06-22,1838.76,CERRADO
1552,12525,2025-07-02,13068.51,ABIERTO
1554,22479,2025-10-02,9268.93,ABIERTO
1555,21895,2025-12-06,3573.48,CERRADO
1557,2875,2025-03-16,13122.47,ABIERTO
1558,19253,2025-05-17,7586.96,CERRADO
1559,22819,2025-09-28,9352.32,ABIERTO
1560,17335,2025-07-31,10290.63,ABIERTO
1561,11098,2026-01-31,9822.63,CERRADO
1563,24590,2025-10-22,10818.93,RECHAZADO
1566,6849,2025-10-18,3892.12,RECHAZADO
1567,18204,2025-04-22,11871.79,ABIERTO
1569,12496,2026-02-16,12429.33,ABIERTO
1570,9794,2025-05-23,12343.31,ABIERTO
1573,18576,2025-06-19,8546.09,ABIERTO
1575,9263,2026-02-08,6311.4,CERRADO
1576,11899,2025-09-13,14332.84,RECHAZADO
1577,20862,2026-02-02,888.16,RECHAZADO
1579,16882,2026-01-09,755.76,RECHAZADO
1580,10293,2025-01-26,14216.09,CERRADO
1581,24898,2025-03-25,5976.74,ABIERTO
1583,15796,2025-05-30,3950.21,RECHAZADO
1584,9543,2025-11-10,14269.64,RECHAZADO
1585,7750,2025-01-17,14826.99,ABIERTO
1586,12676,2025-10-07,10701.9,ABIERTO
1587,10505,2025-05-01,1657.92,RECHAZADO
1589,18614,2025-12-03,4144.8,CERRADO
1590,14687,2025-05-07,12635.32,CERRADO
1592,14672,2025-01-18,4060.14,ABIERTO
1593,17794,2025-02-08,124.71,CERRADO
1598,12815,2025-03-25,11055.38,ABIERTO
1599,17274,2025-09-03,8445.17,CERRADO
1601,25582,2025-06-09,1773.66,CERRADO
1602,21142,2025-01-27,5456.03,ABIERTO
1603,22121,2025-03-05,13184.77,CERRADO
1605,24145,2025-05-13,5079.39,ABIERTO
1606,11783,2025-10-08,10644.47,RECHAZADO
1607,19514,2025-10-26,3430.22,ABIERTO
1608,14576,2025-11-30,13290.94,CERRADO
1609,9973,2025-03-13,8344.04,ABIERTO
1610,20853,2025-09-19,14916.37,ABIERTO
1616,7629,2025-11-11,10134.99,ABIERTO
1617,10680,2025-02-23,2936.7,ABIERTO
1618,9849,2025-02-05,7766.02,ABIERTO
1619,4319,2025-05-28,8406.7,RECHAZADO
1620,17234,2025-07-01,4176.97,CERRADO
1621,13030,2025-08-25,4112.75,CERRADO
1623,5518,2025-07-04,1460.99,ABIERTO
1625,20251,2025-03-01,3105.78,CERRADO
1626,18422,2025-03-05,7822.31,RECHAZADO
1628,19419,2025-08-25,8875.22,ABIERTO
1630,6147,2025-01-18,9172.71,RECHAZADO
1633,13439,2025-08-17,8464.07,RECHAZADO
1635,1899,2025-02-14,3611.54,CERRADO
1636,18942,2025-09-06,7658.59,ABIERTO
1641,7726,2025-12-11,11900.49,CERRADO
1643,24800,2025-08-26,2225.29,RECHAZADO
1645,3536,2025-11-10,3230.94,RECHAZADO
1646,18662,2025-06-13,5421.05,CERRADO
1647,919,2025-09-28,13191.68,CERRADO
1648,8730,2025-07-05,7269.02,ABIERTO
1652,3274,2026-01-27,4403.86,ABIERTO
1653,23044,2025-03-18,9906.16,RECHAZADO
1655,6461,2025-11-26,1794.45,ABIERTO
1656,22727,2025-11-12,2116.47,ABIERTO
1657,15344,2025-08-16,14721.34,CERRADO
1659,22196,2026-01-06,1793.52,ABIERTO
1660,13791,2025-08-03,9738.63,RECHAZADO
1661,19514,2025-10-08,5785.53,ABIERTO
1663,1536,2026-02-04,4094.39,RECHAZADO
1664,4046,2025-06-30,5640.41,ABIERTO
1665,7354,2025-09-04,5707.24,RECHAZADO
1666,21309,2025-12-13,6049.07,CERRADO
1671,4836,2025-01-06,8522.03,RECHAZADO
1673,19684,2026-02-21,4090.88,CERRADO
1674,23943,2025-07-01,5803.78,CERRADO
1676,3211,2025-09-20,417.92,ABIERTO
1677,10356,2025-08-21,6125.12,CERRADO
1679,5678,2026-02-03,946.57,ABIERTO
1680,16276,2025-11-28,3621.25,ABIERTO
1681,7490,2025-10-28,8987.56,CERRADO
1682,10030,2025-03-17,8025.3,CERRADO
1683,22209,2025-04-04,6950.72,CERRADO
1686,21541,2025-08-16,5751.4,CERRADO
1687,6289,2025-08-25,8359.01,ABIERTO
1688,14006,2026-02-12,10717.35,ABIERTO
1691,5604,2025-05-11,1639.43,CERRADO
1692,8897,2025-02-09,10700.54,CERRADO
1695,22979,2025-07-29,5342.61,CERRADO
1696,3,2025-11-11,3842.84,CERRADO
1697,9911,2025-02-22,1268.23,CERRADO
1699,6458,2025-08-23,11003.47,CERRADO
1701,3628,2025-08-18,198.12,CERRADO
1702,17739,2025-04-08,7793.82,CERRADO
1707,18921,2025-04-27,3154.38,ABIERTO
1708,23367,2025-12-16,4989.47,ABIERTO
1709,25857,2025-09-24,3504.9,ABIERTO
1711,487,2025-10-30,11102.58,CERRADO
1712,725,2025-07-13,4628.82,CERRADO
1715,23524,2025-02-05,2104.56,ABIERTO
1716,15646,2025-08-07,6969.42,ABIERTO
1717,16310,2025-08-09,997.25,ABIERTO
1721,17403,2025-02-22,14084.26,CERRADO
1723,22585,2025-06-22,11017.87,ABIERTO
1724,9172,2026-02-13,532.22,CERRADO
1725,7908,2025-03-27,13653.09,ABIERTO
1726,15203,2025-08-11,1691.15,ABIERTO
1727,22791,2025-01-14,3290.56,ABIERTO
1728,18014,2025-10-14,6059.38,CERRADO
1729,21018,2026-02-02,2315.11,CERRADO
1730,18609,2025-03-30,13971.11,CERRADO
1733,6940,2025-01-30,11707.13,ABIERTO
1734,18711,2025-02-15,2970.31,ABIERTO
1735,9415,2025-01-01,2671.25,ABIERTO
1736,11816,2025-02-11,5443.92,CERRADO
1737,14435,2025-12-07,4637.3,ABIERTO
1739,5609,2025-06-04,12337.1,CERRADO
1740,2237,2025-06-28,7841.66,RECHAZADO
1741,25650,2025-06-28,7286.2,ABIERTO
1742,5917,2025-04-05,2720.64,CERRADO
1743,21885,2025-12-02,1468.6,CERRADO
1744,24671,2026-01-13,7365.8,CERRADO
1745,3242,2025-05-12,13344.51,CERRADO
1746,6812,2025-08-07,10981.75,CERRADO
1748,578,2025-11-06,13210.33,CERRADO
1749,18459,2026-02-01,7168.82,CERRADO
1750,16349,2025-09-10,13412.59,ABIERTO
1751,14157,2025-07-06,9988.32,CERRADO
1752,21814,2025-05-07,7726.82,CERRADO
1753,16158,2025-03-06,8538.48,RECHAZADO
1754,15985,2025-06-10,1894.27,ABIERTO
1756,11179,2025-08-12,7984.57,CERRADO
1757,583,2025-03-18,11197.37,CERRADO
1758,22353,2025-11-19,13507.25,CERRADO
1759,12557,2025-06-27,2980.87,ABIERTO
1760,24629,2025-06-10,10191.94,CERRADO
1764,1221,2025-08-22,10531.93,CERRADO
1765,11078,2025-07-15,2803.48,ABIERTO
1766,6556,2025-08-14,8873.53,ABIERTO
1768,14986,2025-02-02,6540.78,CERRADO
1770,15069,2026-02-04,12092.65,CERRADO
1771,22197,2025-09-06,3166.46,CERRADO
1772,17743,2026-02-05,14678.53,ABIERTO
1774,7242,2025-10-24,14191.33,CERRADO
1775,23224,2025-12-12,13837.08,CERRADO
1779,21484,2025-10-05,3767.35,CERRADO
1780,11872,2025-08-15,7972.84,CERRADO
1782,21554,2025-09-10,5842.04,CERRADO
1783,21334,2025-09-06,7384.45,ABIERTO
1785,22345,2025-11-17,13657.52,CERRADO
1792,6819,2025-02-02,226.54,RECHAZADO
1797,19532,2025-03-17,8804.05,RECHAZADO
1798,2825,2025-07-27,9848.17,RECHAZADO
1799,8003,2025-11-05,8586.97,ABIERTO
1801,12035,2025-02-28,617.52,ABIERTO
1807,15926,2025-07-19,3612.27,CERRADO
1810,17048,2025-09-18,2521.35,RECHAZADO
1811,3336,2025-03-26,14741.87,ABIERTO
1813,21707,2025-07-08,6974.08,CERRADO
1814,16960,2025-06-08,7339.44,CERRADO
1816,10632,2025-11-21,1194.15,CERRADO
1817,16667,2025-04-18,13195.93,ABIERTO
1818,4468,2025-10-18,9678.43,CERRADO
1819,8884,2026-01-30,8575.19,CERRADO
1821,15978,2025-09-01,4360.18,ABIERTO
1823,13582,2025-01-20,7352.46,CERRADO
1824,10686,2025-10-07,9700.72,CERRADO
1825,6560,2025-11-27,6812.54,ABIERTO
1827,4236,2025-05-19,8314.07,ABIERTO
1828,15043,2025-09-17,1796.11,CERRADO
1829,17518,2025-03-24,6721.95,CERRADO
1830,4672,2025-09-13,847.57,RECHAZADO
1832,5842,2025-06-09,8809.97,CERRADO
1836,23361,2025-04-10,3209.07,RECHAZADO
1837,8932,2025-02-22,1882.79,RECHAZADO
1838,11502,2025-09-08,3176.28,CERRADO
1839,17357,2025-04-02,6665.32,CERRADO
1840,19681,2025-01-20,5113.17,RECHAZADO
1841,12277,2025-09-01,680.98,ABIERTO
1842,22641,2025-04-16,3843.6,CERRADO
1843,15084,2025-07-20,5017.9,CERRADO
1844,19470,2026-02-03,1337.22,CERRADO
1845,5366,2025-04-08,11069.73,ABIERTO
1846,7946,2025-10-22,3472.12,RECHAZADO
1847,22261,2025-05-09,6977.66,CERRADO
1849,22521,2025-01-08,13436.69,ABIERTO
1852,436,2025-01-13,3893.27,ABIERTO
1854,14871,2025-04-16,14969.88,CERRADO
1855,20804,2025-11-20,3783.78,RECHAZADO
1858,7841,2026-01-19,12162.19,CERRADO
1860,5264,2025-07-20,1160.84,CERRADO
1861,9096,2025-07-13,9168.72,RECHAZADO
1862,8975,2025-01-14,14843.31,ABIERTO
1864,15391,2025-06-08,3382.32,CERRADO
1865,16379,2025-08-11,9012.54,CERRADO
1866,19983,2025-03-14,14763.23,CERRADO
1867,20421,2025-11-26,1763.03,RECHAZADO
1870,11103,2025-05-07,9002.31,ABIERTO
1872,17080,2025-02-24,2309.58,ABIERTO
1874,4879,2025-06-22,7708.61,ABIERTO
1875,10335,2025-01-13,7807.53,CERRADO
1876,18359,2025-05-30,10047.13,CERRADO
1877,13700,2025-05-29,5353.21,ABIERTO
1878,10154,2026-01-11,3709.75,ABIERTO
1879,14279,2025-01-22,8357.44,RECHAZADO
1881,19041,2025-11-11,12114.65,ABIERTO
1885,6887,2025-07-06,13842.77,CERRADO
1888,1449,2025-01-24,8189.69,RECHAZADO
1890,19987,2025-06-12,5001.16,CERRADO
1892,19649,2025-12-11,11959.99,CERRADO
1893,18563,2025-10-09,11684.16,RECHAZADO
1894,7208,2025-01-08,4466.26,ABIERTO
1895,5770,2025-05-01,4874.93,CERRADO
1897,9593,2025-06-30,-7911.77,CERRADO
1898,20915,2025-07-28,4112.7,ABIERTO
1899,24792,2025-03-26,500.44,CERRADO
1900,24018,2025-06-26,8519.54,ABIERTO
1902,12002,2025-06-03,2549.46,ABIERTO
1904,4878,2025-08-08,8020.55,RECHAZADO
1905,5196,2025-01-05,9207.3,ABIERTO
1907,20850,2025-06-16,2459.1,CERRADO
1908,16064,2025-12-22,3366.23,RECHAZADO
1911,5565,2025-10-02,6645.66,CERRADO
1912,17755,2025-05-23,14037.66,ABIERTO
1916,25680,2025-07-14,1148.33,CERRADO
1918,1757,2025-05-31,12031.73,ABIERTO
1920,2147,2025-05-01,9470.81,ABIERTO
1921,12612,2025-10-20,5659.4,RECHAZADO
1922,21616,2025-10-17,11904.05,CERRADO
1923,245,2025-02-19,14073.33,CERRADO
1924,12548,2025-02-14,8119.76,CERRADO
1925,22265,2025-09-03,376.05,CERRADO
1926,9112,2025-03-08,7925.68,RECHAZADO
1928,15754,2026-01-12,13705.13,RECHAZADO
1929,21325,2025-06-06,3395.35,ABIERTO
1934,8622,2025-09-02,7415.47,CERRADO
1935,21513,2025-09-17,8989.34,ABIERTO
1937,22608,2025-03-09,14412.57,CERRADO
1939,2404,2025-01-17,6091.7,ABIERTO
1940,5066,2025-06-28,2616.09,RECHAZADO
1941,15081,2025-11-07,11345.54,CERRADO
1942,16781,2025-04-12,4068.51,CERRADO
1944,2978,2025-08-29,7429.41,CERRADO
1945,17433,2025-07-12,1602.87,RECHAZADO
1947,5115,2025-02-09,5760.59,ABIERTO
1948,24798,2026-02-10,8708.66,CERRADO
1950,928,2025-10-25,4200.55,ABIERTO
1952,6007,2026-01-14,2171.99,ABIERTO
1954,18312,2025-08-26,4234.84,CERRADO
1955,15727,2025-07-11,11334.42,ABIERTO
1956,18072,2025-01-12,13842.33,CERRADO
1960,7060,2026-02-09,2478.99,CERRADO
1962,6185,2025-09-27,2784.93,ABIERTO
1966,3564,2025-08-06,7859.5,ABIERTO
1970,5997,2025-11-03,11445.06,RECHAZADO
1973,22257,2025-10-25,11972.26,ABIERTO
1976,1173,2025-08-17,5061.0,CERRADO
1977,9405,2025-11-14,11568.01,RECHAZADO
1978,18718,2025-10-04,11920.23,CERRADO
1979,10310,2025-04-13,3324.42,RECHAZADO
