id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo
896,19486,2025-01-15,,RECHAZADO,No cuenta con un monto de siniestro
898,9095,2025-06-22,12669.98,,El estado del siniestro se encuentra vacio
902,6042,2026-02-19,2072.73,,El estado del siniestro se encuentra vacio
907,10899,2025-10-03,,ABIERTO,No cuenta con un monto de siniestro
908,22889,2025-03-31,,ABIERTO,No cuenta con un monto de siniestro
910,15374,2025-10-02,,ABIERTO,No cuenta con un monto de siniestro
911,7753,2025-01-29,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
912,7100,2025-04-17,,RECHAZADO,No cuenta con un monto de siniestro
915,22534,2025-09-05,,ABIERTO,No cuenta con un monto de siniestro
917,6888,2025-01-05,12592.6,,El estado del siniestro se encuentra vacio
920,13269,2025-09-18,8357.84,,El estado del siniestro se encuentra vacio
924,4758,2025-11-09,-1173.6,,El estado del siniestro se encuentra vacio
926,12960,2025-05-17,,CERRADO,No cuenta con un monto de siniestro
927,9497,2026-01-01,8756.13,,El estado del siniestro se encuentra vacio
929,7077,2025-03-15,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
930,19882,2026-01-17,7930.85,,El estado del siniestro se encuentra vacio
931,10395,2025-06-18,9407.13,,El estado del siniestro se encuentra vacio
933,21679,2025-07-02,8414.42,,El estado del siniestro se encuentra vacio
934,8280,2025-07-14,,RECHAZADO,No cuenta con un monto de siniestro
938,21310,2026-02-24,1907.58,,El estado del siniestro se encuentra vacio
939,22950,2025-09-14,10651.65,,El estado del siniestro se encuentra vacio
942,20787,2025-09-30,3926.48,,El estado del siniestro se encuentra vacio
943,21096,2025-05-31,,CERRADO,No cuenta con un monto de siniestro
944,16392,2025-11-02,,CERRADO,No cuenta con un monto de siniestro
947,25720,2025-09-26,,CERRADO,No cuenta con un monto de siniestro
950,12819,2025-06-29,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
951,23831,2026-01-17,,RECHAZADO,No cuenta con un monto de siniestro
952,9363,2025-01-08,,ABIERTO,No cuenta con un monto de siniestro
956,2405,2025-05-20,,RECHAZADO,No cuenta con un monto de siniestro
958,7503,2025-06-20,11063.01,,El estado del siniestro se encuentra vacio
959,23727,2026-01-02,,ABIERTO,No cuenta con un monto de siniestro
960,1448,2026-01-21,10946.39,,El estado del siniestro se encuentra vacio
961,7305,2025-03-09,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
962,6145,2025-07-24,,ABIERTO,No cuenta con un monto de siniestro
963,23266,2025-10-23,,CERRADO,No cuenta con un monto de siniestro
964,17969,2025-04-27,,CERRADO,No cuenta con un monto de siniestro
969,16047,2025-04-21,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
973,826,2025-12-03,8506.95,,El estado del siniestro se encuentra vacio
974,9936,2025-08-20,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
975,21736,2025-08-23,12466.51,,El estado del siniestro se encuentra vacio
976,13491,2025-09-19,14763.99,,El estado del siniestro se encuentra vacio
979,21383,2025-08-13,,ABIERTO,No cuenta con un monto de siniestro
980,12364,2025-06-08,,ABIERTO,No cuenta con un monto de siniestro
984,23321,2025-06-29,6275.77,,El estado del siniestro se encuentra vacio
985,13966,2025-11-30,,ABIERTO,No cuenta con un monto de siniestro
986,11266,2025-02-05,10351.13,,El estado del siniestro se encuentra vacio
991,22158,2025-08-26,7637.27,,El estado del siniestro se encuentra vacio
992,2475,2025-05-10,,ABIERTO,No cuenta con un monto de siniestro
994,14120,2025-11-24,,ABIERTO,No cuenta con un monto de siniestro
997,24838,2025-11-15,,ABIERTO,No cuenta con un monto de siniestro
999,25689,2026-01-03,,ABIERTO,No cuenta con un monto de siniestro
1000,18897,2025-12-29,354.26,,El estado del siniestro se encuentra vacio
1001,3875,2025-07-22,4027.89,,El estado del siniestro se encuentra vacio
1002,17643,2025-02-10,,CERRADO,No cuenta con un monto de siniestro
1005,1804,2025-06-09,11494.27,,El estado del siniestro se encuentra vacio
1006,13101,2025-11-17,8980.27,,El estado del siniestro se encuentra vacio
1008,23461,2026-02-16,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1013,20157,2025-12-06,,CERRADO,No cuenta con un monto de siniestro
1014,1892,2025-01-18,,ABIERTO,No cuenta con un monto de siniestro
1015,3822,2025-11-09,4198.73,,El estado del siniestro se encuentra vacio
1017,25716,2025-03-30,,CERRADO,No cuenta con un monto de siniestro
1019,17243,2025-03-15,7585.45,,El estado del siniestro se encuentra vacio
1020,20476,2025-08-01,9638.23,,El estado del siniestro se encuentra vacio
1021,6409,2025-09-06,,ABIERTO,No cuenta con un monto de siniestro
1026,12458,2025-11-02,,CERRADO,No cuenta con un monto de siniestro
1028,3752,2025-03-01,,ABIERTO,No cuenta con un monto de siniestro
1030,24881,2026-01-04,427.88,,El estado del siniestro se encuentra vacio
1031,15756,2025-01-07,3056.54,,El estado del siniestro se encuentra vacio
1033,4230,2025-01-22,11481.62,,El estado del siniestro se encuentra vacio
1035,12033,2025-05-12,,CERRADO,No cuenta con un monto de siniestro
1039,25599,2026-01-14,,CERRADO,No cuenta con un monto de siniestro
1044,22668,2025-11-05,930.74,,El estado del siniestro se encuentra vacio
1045,10458,2025-05-19,5355.52,,El estado del siniestro se encuentra vacio
1046,6717,2025-01-20,,ABIERTO,No cuenta con un monto de siniestro
1055,20636,2025-10-31,8440.05,,El estado del siniestro se encuentra vacio
1059,14253,2025-08-26,,RECHAZADO,No cuenta con un monto de siniestro
1060,19021,2025-10-03,6011.35,,El estado del siniestro se encuentra vacio
1062,9345,2025-12-17,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1063,10311,2025-03-30,506.85,,El estado del siniestro se encuentra vacio
1064,20345,2025-08-26,,CERRADO,No cuenta con un monto de siniestro
1066,13573,2025-09-18,,RECHAZADO,No cuenta con un monto de siniestro
1070,14008,2025-10-15,13456.22,,El estado del siniestro se encuentra vacio
1076,18032,2025-01-09,7758.51,,El estado del siniestro se encuentra vacio
1078,13241,2025-11-09,7515.7,,El estado del siniestro se encuentra vacio
1081,7513,2025-08-04,,ABIERTO,No cuenta con un monto de siniestro
1082,5493,2025-08-01,14666.07,,El estado del siniestro se encuentra vacio
1086,20808,2025-05-25,,CERRADO,No cuenta con un monto de siniestro
1091,5775,2026-02-21,2220.73,,El estado del siniestro se encuentra vacio
1092,17119,2025-03-18,,ABIERTO,No cuenta con un monto de siniestro
1094,3560,2025-02-23,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1096,6981,2026-01-18,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1097,8950,2025-02-11,4937.18,,El estado del siniestro se encuentra vacio
1105,18411,2025-05-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1106,11451,2025-04-13,5959.99,,El estado del siniestro se encuentra vacio
1111,14354,2025-09-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1113,24868,2025-11-13,6794.36,,El estado del siniestro se encuentra vacio
1114,17658,2025-06-09,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1117,21480,2025-05-05,,CERRADO,No cuenta con un monto de siniestro
1118,23771,2025-03-31,8827.3,,El estado del siniestro se encuentra vacio
1120,13861,2025-01-30,11213.71,,El estado del siniestro se encuentra vacio
1124,3461,2025-07-29,10686.06,,El estado del siniestro se encuentra vacio
1126,3841,2025-05-28,,CERRADO,No cuenta con un monto de siniestro
1127,10355,2025-02-15,,RECHAZADO,No cuenta con un monto de siniestro
1129,9207,2026-02-11,1999.09,,El estado del siniestro se encuentra vacio
1132,23813,2025-10-10,13473.39,,El estado del siniestro se encuentra vacio
1133,16811,2025-02-24,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1134,5072,2025-06-16,,CERRADO,No cuenta con un monto de siniestro
1136,11801,2025-05-07,5310.68,,El estado del siniestro se encuentra vacio
1146,15338,2025-06-04,1484.94,,El estado del siniestro se encuentra vacio
1150,23730,2025-06-11,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1153,14250,2025-01-26,12636.25,,El estado del siniestro se encuentra vacio
1156,15020,2025-09-24,,CERRADO,No cuenta con un monto de siniestro
1157,11302,2025-03-11,,ABIERTO,No cuenta con un monto de siniestro
1160,1948,2026-01-23,9201.13,,El estado del siniestro se encuentra vacio
1162,12743,2025-10-17,9761.68,,El estado del siniestro se encuentra vacio
1163,10671,2025-10-26,9755.75,,El estado del siniestro se encuentra vacio
1165,9198,2025-03-14,,CERRADO,No cuenta con un monto de siniestro
1168,19075,2025-04-30,,ABIERTO,No cuenta con un monto de siniestro
1172,10330,2025-09-14,,RECHAZADO,No cuenta con un monto de siniestro
1174,13,2026-05-01,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1176,4604,2025-11-17,768.24,,El estado del siniestro se encuentra vacio
1182,24739,2025-03-15,,ABIERTO,No cuenta con un monto de siniestro
1184,15381,2025-06-26,2152.09,,El estado del siniestro se encuentra vacio
1185,15619,2025-01-31,5907.17,,El estado del siniestro se encuentra vacio
1187,20954,2025-05-19,4227.36,,El estado del siniestro se encuentra vacio
1190,2561,2025-07-21,9708.16,,El estado del siniestro se encuentra vacio
1191,24567,2025-09-12,8626.26,,El estado del siniestro se encuentra vacio
1194,12360,2026-02-22,1257.06,,El estado del siniestro se encuentra vacio
1195,1088,2025-11-15,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1197,22770,2025-12-02,,ABIERTO,No cuenta con un monto de siniestro
1198,1007,2025-03-20,,CERRADO,No cuenta con un monto de siniestro
1199,7316,2025-10-17,,CERRADO,No cuenta con un monto de siniestro
1201,10811,2025-12-01,,ABIERTO,No cuenta con un monto de siniestro
1204,10792,2026-02-09,2449.52,,El estado del siniestro se encuentra vacio
1205,2785,2025-07-18,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1208,12085,2025-03-06,7292.34,,El estado del siniestro se encuentra vacio
1211,23782,2025-12-23,,RECHAZADO,No cuenta con un monto de siniestro
1212,18598,2025-02-20,5927.99,,El estado del siniestro se encuentra vacio
1213,17164,2025-11-14,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1214,4547,2025-03-08,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1219,12303,2025-02-05,,RECHAZADO,No cuenta con un monto de siniestro
1220,11652,2026-01-31,9053.89,,El estado del siniestro se encuentra vacio
1221,8298,2026-01-19,,ABIERTO,No cuenta con un monto de siniestro
1222,4761,2025-08-16,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1225,23885,2025-09-22,12134.93,,El estado del siniestro se encuentra vacio
1226,4251,2025-07-05,,CERRADO,No cuenta con un monto de siniestro
1227,25832,2025-10-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1229,405,2025-06-03,2902.16,,El estado del siniestro se encuentra vacio
1230,10348,2025-05-04,14201.74,,El estado del siniestro se encuentra vacio
1231,21623,2025-10-10,,ABIERTO,No cuenta con un monto de siniestro
1240,16223,2025-07-04,277.84,,El estado del siniestro se encuentra vacio
1242,16772,2025-03-07,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1245,9315,2025-01-10,5018.98,,El estado del siniestro se encuentra vacio
1247,16943,2026-01-20,13951.22,,El estado del siniestro se encuentra vacio
1248,23191,2025-01-21,,CERRADO,No cuenta con un monto de siniestro
1250,639,2025-07-26,10710.26,,El estado del siniestro se encuentra vacio
1251,5220,2025-02-20,10460.04,,El estado del siniestro se encuentra vacio
1253,8538,2025-09-11,,ABIERTO,No cuenta con un monto de siniestro
1254,20454,2025-10-02,,RECHAZADO,No cuenta con un monto de siniestro
1260,19935,2025-10-07,11443.65,,El estado del siniestro se encuentra vacio
1261,10131,2025-09-20,8864.57,,El estado del siniestro se encuentra vacio
1263,14945,2025-06-22,,ABIERTO,No cuenta con un monto de siniestro
1264,25585,2025-11-03,,ABIERTO,No cuenta con un monto de siniestro
1268,16249,2025-10-02,13323.22,,El estado del siniestro se encuentra vacio
1269,21082,2025-07-24,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1271,2456,2025-01-30,,ABIERTO,No cuenta con un monto de siniestro
1272,25857,2025-07-13,,CERRADO,No cuenta con un monto de siniestro
1275,19288,2026-01-25,2725.82,,El estado del siniestro se encuentra vacio
1276,280,2025-11-14,,CERRADO,No cuenta con un monto de siniestro
1277,20864,2025-09-24,1036.3,,El estado del siniestro se encuentra vacio
1284,7964,2025-07-12,,CERRADO,No cuenta con un monto de siniestro
1287,7682,2025-12-13,,ABIERTO,No cuenta con un monto de siniestro
1291,5882,2025-08-16,,RECHAZADO,No cuenta con un monto de siniestro
1294,23967,2025-06-24,13944.49,,El estado del siniestro se encuentra vacio
1295,21960,2025-04-04,12943.58,,El estado del siniestro se encuentra vacio
1297,3203,2025-03-31,,RECHAZADO,No cuenta con un monto de siniestro
1300,13633,2025-09-12,6440.54,,El estado del siniestro se encuentra vacio
1302,6501,2025-05-02,7922.05,,El estado del siniestro se encuentra vacio
1303,264,2025-02-28,,ABIERTO,No cuenta con un monto de siniestro
1306,3099,2025-01-04,7877.21,,El estado del siniestro se encuentra vacio
1307,17248,2025-07-20,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1308,20819,2025-03-23,12807.83,,El estado del siniestro se encuentra vacio
1310,12726,2025-08-20,3196.63,,El estado del siniestro se encuentra vacio
1311,2315,2025-05-29,14201.32,,El estado del siniestro se encuentra vacio
1316,12800,2025-10-10,,ABIERTO,No cuenta con un monto de siniestro
1317,19371,2026-02-17,,CERRADO,No cuenta con un monto de siniestro
1319,5559,2025-02-25,,RECHAZADO,No cuenta con un monto de siniestro
1320,4918,2025-03-16,1501.08,,El estado del siniestro se encuentra vacio
1322,7393,2025-05-19,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1325,6766,2025-06-29,,ABIERTO,No cuenta con un monto de siniestro
1326,21581,2025-01-01,13247.47,,El estado del siniestro se encuentra vacio
1329,19205,2025-09-18,13096.57,,El estado del siniestro se encuentra vacio
1332,3566,2026-01-09,6194.88,,El estado del siniestro se encuentra vacio
1335,23315,2025-02-20,14684.93,,El estado del siniestro se encuentra vacio
1338,15367,2025-08-22,,ABIERTO,No cuenta con un monto de siniestro
1339,9171,2025-04-09,,CERRADO,No cuenta con un monto de siniestro
1342,20930,2025-07-08,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1347,15514,2025-05-14,12002.76,,El estado del siniestro se encuentra vacio
1351,563,2025-10-09,,CERRADO,No cuenta con un monto de siniestro
1355,12151,2025-09-12,4698.5,,El estado del siniestro se encuentra vacio
1357,22130,2025-05-14,11891.95,,El estado del siniestro se encuentra vacio
1358,23652,2026-04-02,5850.34,,El estado del siniestro se encuentra vacio
1362,21685,2025-06-29,,RECHAZADO,No cuenta con un monto de siniestro
1364,13980,2025-12-24,8707.04,,El estado del siniestro se encuentra vacio
1370,12779,2026-02-21,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1371,7640,2025-08-25,,CERRADO,No cuenta con un monto de siniestro
1373,1379,2026-02-15,12470.22,,El estado del siniestro se encuentra vacio
1374,23715,2026-01-14,9377.3,,El estado del siniestro se encuentra vacio
1377,8960,2025-03-28,364.6,,El estado del siniestro se encuentra vacio
1379,25727,2025-01-20,,RECHAZADO,No cuenta con un monto de siniestro
1380,8316,2025-10-09,,CERRADO,No cuenta con un monto de siniestro
1388,2414,2025-12-07,,ABIERTO,No cuenta con un monto de siniestro
1389,20596,2025-12-13,14855.63,,El estado del siniestro se encuentra vacio
1394,21463,2025-12-25,3636.5,,El estado del siniestro se encuentra vacio
1400,19676,2025-06-03,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1404,14776,2026-01-05,13119.37,,El estado del siniestro se encuentra vacio
1405,8294,2026-01-21,,CERRADO,No cuenta con un monto de siniestro
1407,13052,2025-05-02,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1411,10651,2025-04-06,,ABIERTO,No cuenta con un monto de siniestro
1413,25745,2025-03-29,,CERRADO,No cuenta con un monto de siniestro
1414,25620,2025-05-15,8940.16,,El estado del siniestro se encuentra vacio
1415,9335,2025-07-07,,ABIERTO,No cuenta con un monto de siniestro
1417,21070,2026-02-14,10902.82,,El estado del siniestro se encuentra vacio
1418,13727,2025-01-15,11467.88,,El estado del siniestro se encuentra vacio
1420,9081,2025-11-18,,ABIERTO,No cuenta con un monto de siniestro
1424,21782,2025-07-31,,RECHAZADO,No cuenta con un monto de siniestro
1427,9624,2026-02-18,3204.41,,El estado del siniestro se encuentra vacio
1428,5384,2025-01-22,,RECHAZADO,No cuenta con un monto de siniestro
1430,13806,2025-10-02,4148.18,,El estado del siniestro se encuentra vacio
1431,9337,2025-01-26,,RECHAZADO,No cuenta con un monto de siniestro
1433,7520,2025-08-25,4779.21,,El estado del siniestro se encuentra vacio
1435,19763,2025-04-18,8214.41,,El estado del siniestro se encuentra vacio
1437,11222,2025-11-23,,RECHAZADO,No cuenta con un monto de siniestro
1438,9756,2026-01-29,14517.39,,El estado del siniestro se encuentra vacio
1441,11343,2025-07-04,,RECHAZADO,No cuenta con un monto de siniestro
1445,18385,2025-11-05,,CERRADO,No cuenta con un monto de siniestro
1447,21799,2025-09-10,,ABIERTO,No cuenta con un monto de siniestro
1450,9478,2025-05-09,,ABIERTO,No cuenta con un monto de siniestro
1454,13894,2025-11-02,,CERRADO,No cuenta con un monto de siniestro
1458,2953,2025-10-01,11070.01,,El estado del siniestro se encuentra vacio
1459,24954,2025-01-19,,ABIERTO,No cuenta con un monto de siniestro
1461,13174,2025-12-10,,CERRADO,No cuenta con un monto de siniestro
1462,19453,2025-12-26,9532.75,,El estado del siniestro se encuentra vacio
1463,16375,2025-05-04,14655.63,,El estado del siniestro se encuentra vacio
1464,6576,2025-06-05,1345.69,,El estado del siniestro se encuentra vacio
1466,24405,2026-01-31,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1469,1197,2026-01-18,11255.78,,El estado del siniestro se encuentra vacio
1471,11356,2025-08-22,11938.75,,El estado del siniestro se encuentra vacio
1479,13889,2025-04-15,,RECHAZADO,No cuenta con un monto de siniestro
1481,21619,2025-12-03,,ABIERTO,No cuenta con un monto de siniestro
1483,24886,2025-10-10,2221.79,,El estado del siniestro se encuentra vacio
1487,22507,2025-01-16,,ABIERTO,No cuenta con un monto de siniestro
1489,10152,2025-07-12,,CERRADO,No cuenta con un monto de siniestro
1490,10919,2025-08-02,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1493,18230,2025-08-04,3242.03,,El estado del siniestro se encuentra vacio
1496,19417,2025-06-26,,RECHAZADO,No cuenta con un monto de siniestro
1497,4852,2025-03-02,12375.98,,El estado del siniestro se encuentra vacio
1498,3723,2025-05-30,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1508,23922,2025-10-05,,CERRADO,No cuenta con un monto de siniestro
1510,24665,2025-01-04,4582.76,,El estado del siniestro se encuentra vacio
1514,25692,2025-08-09,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1517,6321,2025-07-05,1441.95,,El estado del siniestro se encuentra vacio
1519,2732,2026-01-28,,CERRADO,No cuenta con un monto de siniestro
1520,19601,2025-01-05,2751.89,,El estado del siniestro se encuentra vacio
1521,17514,2025-10-13,1287.58,,El estado del siniestro se encuentra vacio
1523,8973,2025-09-17,169.84,,El estado del siniestro se encuentra vacio
1526,8984,2025-11-11,,ABIERTO,No cuenta con un monto de siniestro
1528,24261,2025-12-01,673.3,,El estado del siniestro se encuentra vacio
1531,6913,2025-08-23,413.69,,El estado del siniestro se encuentra vacio
1532,3410,2025-12-06,13331.11,,El estado del siniestro se encuentra vacio
1534,23962,2026-01-28,487.62,,El estado del siniestro se encuentra vacio
1537,20430,2025-05-26,2969.85,,El estado del siniestro se encuentra vacio
1540,19844,2025-11-06,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1543,2999,2025-04-25,,ABIERTO,No cuenta con un monto de siniestro
1544,5361,2025-08-31,,CERRADO,No cuenta con un monto de siniestro
1548,6038,2025-04-28,7697.95,,El estado del siniestro se encuentra vacio
1550,8469,2025-03-06,,ABIERTO,No cuenta con un monto de siniestro
1551,24210,2025-01-03,13017.38,,El estado del siniestro se encuentra vacio
1553,10951,2025-10-17,5821.56,,El estado del siniestro se encuentra vacio
1556,15290,2025-05-09,,ABIERTO,No cuenta con un monto de siniestro
1562,18159,2025-04-16,,RECHAZADO,No cuenta con un monto de siniestro
1564,14006,2025-01-11,9999.18,,El estado del siniestro se encuentra vacio
1565,8482,2025-02-03,4333.38,,El estado del siniestro se encuentra vacio
1568,7268,2025-08-12,,ABIERTO,No cuenta con un monto de siniestro
1571,2817,2025-06-22,8768.67,,El estado del siniestro se encuentra vacio
1572,25506,2025-04-22,,CERRADO,No cuenta con un monto de siniestro
1574,20263,2025-06-18,,ABIERTO,No cuenta con un monto de siniestro
1578,11943,2025-02-13,10299.33,,El estado del siniestro se encuentra vacio
1582,16622,2025-08-09,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1588,23950,2025-08-03,7565.75,,El estado del siniestro se encuentra vacio
1591,16340,2026-02-14,,ABIERTO,No cuenta con un monto de siniestro
1594,6947,2025-12-02,1246.82,,El estado del siniestro se encuentra vacio
1595,16650,2025-05-14,6602.32,,El estado del siniestro se encuentra vacio
1596,20438,2025-04-04,5672.27,,El estado del siniestro se encuentra vacio
1597,21771,2025-06-23,,ABIERTO,No cuenta con un monto de siniestro
1600,16134,2026-01-17,,RECHAZADO,No cuenta con un monto de siniestro
1604,7108,2025-12-25,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1611,5761,2025-11-18,422.91,,El estado del siniestro se encuentra vacio
1612,16850,2025-08-11,5320.82,,El estado del siniestro se encuentra vacio
1613,15390,2025-11-14,10831.47,,El estado del siniestro se encuentra vacio
1614,22551,2025-10-25,14069.5,,El estado del siniestro se encuentra vacio
1615,12778,2025-06-24,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1622,9705,2026-01-29,10663.53,,El estado del siniestro se encuentra vacio
1624,20288,2026-02-14,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1627,12223,2025-09-19,5806.47,,El estado del siniestro se encuentra vacio
1629,7756,2025-06-29,3970.26,,El estado del siniestro se encuentra vacio
1631,23663,2025-12-29,9825.35,,El estado del siniestro se encuentra vacio
1632,24698,2025-10-26,8147.96,,El estado del siniestro se encuentra vacio
1634,13554,2025-11-03,,ABIERTO,No cuenta con un monto de siniestro
1637,24853,2025-11-28,14517.28,,El estado del siniestro se encuentra vacio
1638,8983,2025-04-24,12252.52,,El estado del siniestro se encuentra vacio
1639,18349,2025-12-26,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1640,12237,2025-08-06,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1642,5128,2025-09-10,5998.03,,El estado del siniestro se encuentra vacio
1644,20306,2025-06-15,,ABIERTO,No cuenta con un monto de siniestro
1649,20308,2025-12-11,14566.91,,El estado del siniestro se encuentra vacio
1650,23878,2025-10-20,6367.46,,El estado del siniestro se encuentra vacio
1651,497,2026-01-06,,ABIERTO,No cuenta con un monto de siniestro
1654,140,2025-06-23,,ABIERTO,No cuenta con un monto de siniestro
1658,11203,2025-04-30,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1662,10657,2025-09-21,,CERRADO,No cuenta con un monto de siniestro
1667,16218,2025-06-16,,CERRADO,No cuenta con un monto de siniestro
1668,22198,2025-10-30,1454.97,,El estado del siniestro se encuentra vacio
1669,16274,2026-02-05,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1670,25748,2025-06-18,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1672,15931,2025-12-20,12335.99,,El estado del siniestro se encuentra vacio
1675,22816,2025-07-13,13433.8,,El estado del siniestro se encuentra vacio
1678,15487,2025-06-26,4073.39,,El estado del siniestro se encuentra vacio
1684,8607,2025-10-10,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1685,20635,2025-10-26,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1689,18789,2025-04-27,,ABIERTO,No cuenta con un monto de siniestro
1690,13496,2025-11-16,,CERRADO,No cuenta con un monto de siniestro
1693,22679,2025-10-15,6624.27,,El estado del siniestro se encuentra vacio
1694,12135,2025-02-13,14171.39,,El estado del siniestro se encuentra vacio
1698,362,2025-08-16,10705.25,,El estado del siniestro se encuentra vacio
1700,16612,2025-02-20,11110.58,,El estado del siniestro se encuentra vacio
1703,24825,2025-02-17,10644.08,,El estado del siniestro se encuentra vacio
1704,23784,2025-07-20,,RECHAZADO,No cuenta con un monto de siniestro
1705,10032,2025-08-10,11034.33,,El estado del siniestro se encuentra vacio
1706,6400,2026-01-06,10276.18,,El estado del siniestro se encuentra vacio
1710,24381,2025-05-09,,CERRADO,No cuenta con un monto de siniestro
1713,19951,2025-06-13,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1714,16177,2025-02-24,,CERRADO,No cuenta con un monto de siniestro
1718,8766,2026-01-27,7189.85,,El estado del siniestro se encuentra vacio
1719,23646,2025-02-12,,ABIERTO,No cuenta con un monto de siniestro
1720,9594,2025-11-10,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1722,12854,2025-04-21,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1731,17953,2025-08-09,3607.23,,El estado del siniestro se encuentra vacio
1732,21801,2025-10-11,6022.36,,El estado del siniestro se encuentra vacio
1738,21295,2025-09-21,13384.46,,El estado del siniestro se encuentra vacio
1747,11770,2025-05-25,9805.25,,El estado del siniestro se encuentra vacio
1755,12517,2025-01-09,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1761,3377,2026-01-05,,ABIERTO,No cuenta con un monto de siniestro
1762,3692,2025-06-02,9676.04,,El estado del siniestro se encuentra vacio
1763,23579,2025-05-19,4609.03,,El estado del siniestro se encuentra vacio
1767,5702,2025-02-02,8103.3,,El estado del siniestro se encuentra vacio
1769,4781,2025-08-16,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1773,5273,2025-02-14,9839.8,,El estado del siniestro se encuentra vacio
1776,20436,2025-04-10,,RECHAZADO,No cuenta con un monto de siniestro
1777,13885,2025-07-18,,CERRADO,No cuenta con un monto de siniestro
1778,983,2026-02-19,4936.73,,El estado del siniestro se encuentra vacio
1781,4050,2025-05-12,10099.53,,El estado del siniestro se encuentra vacio
1784,18429,2025-03-13,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1786,13597,2025-03-04,8608.38,,El estado del siniestro se encuentra vacio
1787,6620,2025-07-30,1056.39,,El estado del siniestro se encuentra vacio
1788,3689,2025-11-11,9448.36,,El estado del siniestro se encuentra vacio
1789,6518,2025-05-14,14330.32,,El estado del siniestro se encuentra vacio
1790,20480,2025-11-03,,ABIERTO,No cuenta con un monto de siniestro
1791,22855,2025-07-20,,,"El estado del siniestro se encuentra vacio, No cuenta con un monto de siniestro"
1793,154,2026-01-12,6325.81,,El estado del siniestro se encuentra vacio
