id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
4589,2025-07-10,783,10,13,2,341.05,57.19,
4592,2025-03-12,1585,55,5,10,,488.57,
4593,2025-05-27,1526,21,9,8,1678.32,310.65,
4594,2025-10-11,573,76,2,3,875.13,,127780.03
4599,2025-05-21,368,70,14,2,,64.56,16707.97
4600,2026-02-03,2800,2,9,8,,73.11,24011.24
4602,2025-04-28,181,12,8,2,1624.62,,
4604,2025-02-23,2266,13,12,3,,147.33,124447.3
4605,2025-11-08,1388,52,11,3,487.74,106.51,
4606,2025-12-23,2524,62,15,3,1387.85,193.41,
4608,2025-12-06,45,19,6,4,,37.14,42722.39
4610,,2291,25,3,10,,,
4611,,1425,10,7,9,1477.67,315.19,
4614,2025-07-09,811,62,2,11,,38.32,56688.63
4616,2025-10-01,302,17,7,5,268.76,,27421.04
4617,2025-01-24,429,29,14,6,,112.42,47695.1
4621,,1598,3,4,9,55.76,12.62,5591.76
4622,2025-08-24,1089,34,10,8,,,237762.03
4623,,998,64,4,12,1553.88,218.17,34690.2
4628,2026-01-23,1565,79,6,1,,13.72,4305.97
4629,2025-04-15,316,23,13,12,344.88,,40181.51
4630,2025-03-18,1149,36,11,9,815.46,138.62,
4635,2025-08-07,1439,28,11,9,,230.85,157500.59
4636,2026-01-14,1,52,5,8,,346.91,70771.54
4638,2025-05-07,1996,8,7,11,,263.84,313652.67
4640,2026-02-02,704,16,10,3,,106.09,86915.79
4643,2025-08-04,2897,48,14,8,1560.33,,254229.23
4644,,1352,101,11,1,,,81342.97
4645,2025-05-21,329,77,10,7,1692.41,235.93,
4647,,2780,75,15,5,1303.46,274.31,165634.48
4648,2025-02-12,1409,30,13,5,480.11,115.9,
4649,,2140,33,14,9,1759.33,194.35,192594.48
4652,2025-04-13,2436,44,10,11,,71.91,56050.52
4656,2025-10-26,916,72,11,12,,,277501.23
4658,2025-12-06,1254,19,10,5,1575.25,,113201.45
4659,2025-01-29,2062,47,9,3,,181.0,69124.68
4661,2026-01-06,1988,47,1,5,,37.91,
4662,2025-12-10,535,75,4,7,,39.81,
4666,2025-12-16,2384,62,15,2,,135.22,60122.41
4667,2025-09-12,676,53,1,9,1134.02,69.32,
4668,2026-01-09,1385,19,12,1,1271.02,235.76,
4669,2026-02-01,364,8,13,10,,48.3,41471.49
4671,2025-06-18,2699,64,8,1,,96.85,20527.8
4673,2025-12-07,1292,72,13,9,,120.11,
4677,2025-10-16,2839,73,4,1,,371.04,169365.53
4678,2025-05-31,2072,64,11,11,1737.92,,346727.79
4679,2025-12-15,1320,26,13,8,875.88,,
4680,2025-05-19,2365,21,11,8,,228.03,
4681,,22,51,8,10,,149.41,35876.81
4683,2025-05-24,2516,18,11,12,1689.44,340.79,
4685,2025-05-09,1175,16,7,9,455.14,,79065.28
4686,2025-12-16,2613,26,3,1,,1731.86,83667.8
4687,2025-12-15,953,16,7,10,1937.71,142.28,
4690,2025-07-30,1934,3,6,4,1905.36,,75228.7
4691,,594,68,15,3,736.25,136.59,
4693,2026-02-13,1139,70,5,11,,,86735.87
4694,2025-09-12,2525,19,5,3,,243.81,190557.79
4696,2026-01-25,1744,64,9,12,,122.32,58441.82
4699,2025-12-03,509,11,12,8,1567.4,358.09,
4700,2025-06-13,1393,40,6,10,755.13,82.18,
4701,,807,64,9,4,0.0,58.38,41425.81
4702,2026-01-29,2287,30,8,2,1753.65,151.78,
4704,2025-06-02,2846,20,8,8,,54.95,35915.61
4705,2025-11-28,551,70,7,6,,,
4706,,2139,78,2,8,1848.87,418.95,169142.71
4708,2025-02-25,2596,32,10,9,217.49,,
4709,2025-03-07,1808,8,12,11,1010.07,102.69,
4710,2025-12-06,2173,60,7,11,1924.76,,151863.42
4712,2025-11-26,1879,48,11,7,599.25,,53844.94
4713,2025-07-30,2281,51,1,11,1350.94,,59804.78
4716,2025-12-27,814,72,14,12,1634.57,,263563.56
4717,,2192,33,5,4,1115.78,,95433.3
4718,2025-07-13,2830,95,13,2,1756.78,,
4719,2025-07-28,1462,14,13,9,1621.08,,54982.91
4721,2025-01-10,2410,32,2,12,,274.4,
4724,2025-09-15,2136,62,11,10,209.25,,38890.62
4730,2025-02-15,1371,78,6,9,,216.12,140561.59
4732,,1782,48,11,1,1688.66,,239860.47
4733,,1813,14,3,6,1586.69,256.81,243794.41
4734,2025-06-04,247,17,11,11,1567.46,,53964.07
4735,,2806,12,13,12,422.23,27.86,27040.74
4736,,1974,72,10,7,,,
4738,2025-01-05,1883,65,5,7,902.14,154.08,
4742,2026-01-31,233,38,14,11,742.18,,29823.82
4743,2026-01-25,2188,38,8,12,,,11673.73
4748,2025-10-28,2195,1,10,3,,109.28,51743.71
4753,2025-03-08,1987,61,15,3,,50.97,71489.77
4754,2025-01-15,2671,61,8,9,875.52,101.0,
4755,,1751,61,2,7,86.46,15.11,8037.98
4756,2026-01-27,512,41,6,1,,2948.15,
4757,2025-03-17,1759,7,5,1,,188.15,141932.43
4759,2025-09-25,222,53,4,10,1647.77,301.06,
4760,2025-11-19,2306,40,14,5,1888.24,,292204.97
4761,2025-11-07,335,62,15,7,207.44,,7760.03
4767,2025-07-26,2511,10,11,9,582.28,,42533.5
4770,2025-03-22,1049,12,2,9,,209.86,
4771,2025-08-22,1756,37,8,5,,165.87,
4773,2025-06-13,145,66,2,6,,133.47,
4774,2025-08-11,1322,13,12,6,1469.79,,258102.13
4776,2025-07-07,698,47,6,4,834.32,193.47,
4779,2025-07-28,2231,37,12,10,1143.95,,185898.28
4780,2025-03-21,1667,54,13,10,,100.09,234397.76
4781,2025-06-10,182,73,4,5,1057.96,163.89,
4782,2025-09-06,1267,38,1,2,,95.89,38529.82
4783,2026-01-17,1572,74,14,11,1600.0,129.81,
4784,2025-09-02,702,28,11,7,411.51,,30073.51
4785,2025-09-24,234,1,9,9,,,215515.35
4786,2025-04-12,822,43,4,7,1780.71,,305392.98
4790,2025-01-30,2621,61,2,12,,68.8,24681.02
4791,,2154,69,10,8,954.79,163.12,185157.55
4793,,778,61,11,1,1767.27,,345095.2
4797,2025-12-25,1454,52,3,10,333.79,,53868.82
4798,2025-11-10,886,74,2,9,,10.57,4818.89
4804,,1650,42,9,2,1596.77,,196135.41
4806,2025-09-28,289,13,5,2,,,113740.56
4807,,2303,57,9,12,1598.31,,210488.27
4814,2025-09-19,631,53,5,6,0.0,381.58,
4816,2025-04-10,1503,72,5,12,,124.17,
4817,2025-12-14,2595,53,6,2,,179.62,65435.11
4819,2025-05-19,1278,27,9,8,1735.52,,242769.68
4821,2025-08-04,2133,38,2,6,,10.37,4533.62
4822,2026-02-13,37,15,15,12,,,246713.35
4824,2025-03-22,1312,39,8,1,930.01,,133210.94
4825,2025-07-26,1722,22,6,10,1876.22,,86691.37
4826,2025-02-17,1993,36,13,12,328.04,53.97,
4829,,297,15,4,6,1968.56,412.83,201547.45
4831,2026-01-12,2367,51,6,2,709.42,,97386.77
4833,2026-02-10,1098,20,6,12,1783.43,127.31,
4835,2026-01-18,1552,13,9,11,,163.37,106418.37
4838,2025-11-07,1424,46,5,8,269.75,,
4842,2025-10-08,2007,42,5,6,1202.02,150.34,
4845,2025-04-16,999,54,15,8,128.64,16.33,
4847,2025-07-25,272,1,2,9,146.56,,
4848,2025-02-25,2118,56,13,8,,199.99,164760.3
4849,2026-02-14,2594,29,3,4,943.24,,137752.68
4851,2025-05-27,1358,54,6,11,,1705.19,
4852,,684,30,4,7,1204.27,206.28,225782.16
4853,2025-09-10,1880,19,7,7,1950.54,,
4854,,144,29,8,6,1563.05,367.26,239091.19
4855,2025-03-16,1569,33,4,2,993.52,,192840.23
4856,2026-01-13,466,69,11,5,1599.08,,264294.33
4857,2025-09-16,1663,68,15,5,,71.44,27472.19
4858,,2260,44,14,1,1250.39,257.52,116808.59
4860,2025-07-06,1346,10,14,8,59.89,,
4861,,1923,77,15,1,1634.72,,
4862,2025-10-13,405,2,3,2,97.3,,11085.56
4866,2025-10-22,654,70,9,10,,,90434.42
4868,2025-12-03,2855,16,4,2,1334.77,140.15,
4871,2026-02-05,1210,48,12,5,409.37,,
4872,2025-02-27,248,12,8,8,178.92,,18008.38
4875,2025-01-14,2472,10,15,8,1510.66,,
4876,2025-11-18,1748,16,8,9,1551.3,,60348.5
4879,2025-06-27,800,34,11,4,,157.65,63605.1
4880,2025-09-24,2748,36,2,10,637.74,,121593.62
4881,2025-12-07,1353,57,4,2,,159.87,111983.85
4883,2025-03-12,898,49,14,9,,217.29,243686.44
4884,,792,19,1,10,,307.19,
4885,2025-06-30,788,24,9,11,,136.7,182512.6
4886,2025-08-09,2354,43,13,11,,,11212.57
4887,,1280,27,6,1,1112.53,120.67,
4888,2026-02-18,2441,44,14,7,,67.23,41131.83
4893,2026-01-05,1310,16,15,10,1487.29,,211887.22
4896,2025-07-25,1329,69,7,1,,427.64,293255.32
4897,2025-08-16,943,40,8,6,1764.79,,284478.78
4902,2025-08-05,351,20,12,11,,29.69,65761.47
4904,2025-10-22,1904,22,7,4,243.6,,35378.16
4905,2025-09-16,1676,25,7,3,1426.66,,52727.74
4907,2025-09-02,1550,29,4,12,637.63,,93540.98
4908,2025-01-13,940,72,14,3,1337.78,,146385.52
4911,,2969,28,1,12,952.02,178.57,80588.56
4914,2025-02-17,1405,60,11,1,,541.97,74918.0
4915,2025-05-30,1621,39,1,4,1871.95,102.12,
4916,2025-03-10,1256,32,3,11,,173.63,156082.17
4917,2025-04-17,1869,40,11,11,698.68,121.99,
4924,2025-11-23,1274,6,10,6,,30.59,
4925,2025-12-09,2147,53,2,6,,,368524.06
4926,2025-07-25,1739,69,1,10,896.03,1451.33,
4927,2025-12-27,688,99,15,10,,15.39,4872.17
4931,2026-02-08,2863,42,11,4,837.95,,120011.4
4939,2025-10-03,2220,67,4,7,289.17,,26012.79
4943,2025-09-21,2457,61,2,3,,287.56,195604.67
4945,,1212,19,12,1,,268.22,220521.92
4947,2025-06-22,2882,58,9,9,507.21,106.75,
4948,2025-03-21,240,40,8,7,0.0,,255107.69
4950,2025-07-06,871,73,4,12,537.73,,104496.22
4954,,1710,78,2,4,712.29,114.09,133241.37
4955,,2116,48,6,6,,104.37,
4956,2025-10-13,824,80,7,4,1553.86,330.39,
4958,2026-02-03,2352,17,7,1,,88.67,98240.34
4959,2026-02-17,1758,5,14,1,,154.93,101968.77
4962,2025-08-29,170,27,15,10,102.46,12.58,
4963,,2516,13,10,9,1545.08,178.1,
4965,2025-03-24,260,47,6,1,,,161851.4
4967,2026-01-28,1046,34,12,7,,22.24,23739.25
4971,2025-04-01,555,36,7,2,964.14,187.31,
4978,2025-08-19,1067,12,12,6,,,3486.33
4979,2026-01-13,79,37,12,3,1543.56,,307724.98
4980,2025-02-11,319,42,10,6,1256.35,,
4981,2025-11-20,999,46,2,7,,51.13,67921.12
4987,,655,37,15,4,1654.96,235.49,62991.65
4989,2025-07-11,1939,4,3,4,212.72,,12730.42
4990,2025-03-11,199,70,11,2,,26.32,19522.0
4993,,145,33,12,12,1601.64,340.19,258886.64
4997,2025-09-06,1035,78,1,1,,77.89,19578.26
4998,2025-09-09,3676,60,9,2,,1701.8,212295.1
4999,2025-06-01,1910,62,13,8,,298.61,205246.76
5000,,2710,71,7,4,,146.36,
5001,2025-11-08,1719,53,9,5,1448.28,,67068.29
5002,2025-12-07,1479,77,14,8,1207.28,155.2,
5003,2025-12-08,802,29,15,3,641.48,114.64,
5006,2025-09-17,2271,14,13,12,653.69,,96540.77
5007,2025-08-01,1983,8,13,1,430.81,,28183.51
5009,2025-04-21,1859,38,15,6,,,
5010,2025-12-14,131,77,3,3,1501.1,212.91,
5011,2025-07-17,146,7,6,4,421.75,,36003.19
5013,2025-06-10,717,73,2,9,,126.3,61880.36
5018,2026-02-18,1029,34,14,1,,,26090.59
5019,2025-01-19,2971,6,8,2,613.1,,97941.36
5022,2025-10-22,708,56,12,8,266.42,65.18,
5023,2025-06-07,692,40,2,2,138.53,,16465.79
5026,2025-04-03,1039,31,2,1,942.97,,63506.81
5027,2025-11-08,221,50,15,3,,12.16,2608.84
5028,2026-01-15,3738,38,9,2,239.72,16.06,
5031,2025-03-20,581,30,6,10,529.09,,48003.31
5035,2025-05-03,78,65,11,6,1119.24,,67256.68
5037,2025-11-01,587,23,13,11,223.87,,18063.04
5038,2025-05-15,886,21,3,12,,13.98,
5040,,508,58,2,5,,89.97,155163.36
5042,2025-07-29,2631,73,10,4,1349.17,,
5052,2025-11-08,1214,45,7,8,,,103827.41
5055,2025-04-07,1612,11,7,8,,43.32,43749.63
5056,2025-10-04,893,46,7,2,245.49,,
5057,2025-10-09,993,25,3,7,1045.52,,
5058,2025-01-05,2795,40,8,8,,174.38,
5059,,2429,79,12,1,,40.58,
5061,2026-02-08,2782,70,11,1,391.62,94.63,
5062,,554,50,9,10,903.57,190.75,
5063,2025-06-26,2075,22,8,2,1460.93,,
5064,2025-12-22,1209,67,2,10,,58.29,36006.94
5066,2026-01-16,2181,65,7,4,1173.27,79.88,
5067,2026-01-17,258,38,8,10,,261.88,
5068,,2298,14,3,7,,102.26,250945.42
5069,2025-02-09,1856,42,2,7,1719.94,217.87,
5071,2025-01-06,1071,37,15,1,,96.9,81504.54
5072,2025-09-09,1685,61,8,3,1022.06,,103921.14
5073,2026-02-17,1265,52,15,10,1447.98,85.08,
5075,,2208,37,4,9,1851.49,340.26,
5076,2025-07-08,1919,31,6,9,,105.62,69414.82
5077,,2326,1,9,10,381.97,21.39,15866.29
5078,2026-01-29,2329,8,14,10,1094.58,55.56,
5080,2025-05-11,303,57,13,10,652.42,,52066.96
5081,2026-01-10,2837,19,13,5,944.0,,
5082,2025-05-27,1456,6,9,4,1632.48,,106509.44
5083,2025-06-04,679,68,10,11,,160.52,167461.85
5084,2025-07-06,707,71,11,6,1257.76,295.48,
5085,2025-09-18,1204,78,13,8,66.61,16.38,
5086,2026-02-17,1157,43,9,10,390.43,,53022.76
5088,2025-10-24,2189,61,4,6,1347.7,,265781.92
5091,2025-01-30,1610,80,5,4,,220.4,
5092,,1321,70,11,7,1990.61,241.24,237918.9
5093,2025-08-21,1858,66,10,3,1118.84,181.73,
5094,2025-01-29,523,17,14,7,999.09,,
5095,2025-02-18,360,23,6,7,1613.52,,190345.33
5096,2025-03-19,327,66,4,6,1225.37,290.99,
5097,2025-09-22,532,29,10,3,1822.55,220.15,
5099,2025-01-08,1611,13,2,7,513.29,84.43,
5104,2025-08-30,1978,72,4,4,1834.74,308.9,
5105,2025-08-21,2994,23,2,2,233.96,,4745.38
5106,,1244,55,9,8,504.97,101.11,49111.34
5107,2025-05-10,1900,36,1,2,,85.58,195656.77
5109,2025-09-26,2888,33,4,9,1462.48,117.03,
5111,,2509,25,1,5,201.36,31.05,
5114,,2560,30,5,6,560.47,73.73,111993.45
5117,2025-03-20,267,13,4,3,,28.09,81479.14
5121,2025-12-11,2544,18,14,8,,95.15,76468.75
5124,2025-02-22,1035,80,2,12,1831.3,,104802.08
5125,2025-08-01,2496,42,12,5,,,63185.26
5126,2025-05-21,923,14,6,8,936.37,,52933.8
5128,,1963,14,7,11,1695.34,,84896.86
5130,2026-01-26,868,66,15,6,,103.85,59544.85
5131,2025-12-27,503,57,3,2,1224.42,,142130.43
5134,2025-08-12,1681,76,15,2,,21.79,5150.37
5136,2025-06-19,556,67,12,4,,176.02,194112.26
5138,,2389,20,10,7,838.66,59.84,165379.14
5140,2025-05-06,840,2,10,9,,,32153.99
5144,2025-08-31,172,8,15,11,1214.69,,82557.18
5145,,1425,56,2,4,477.44,,42511.76
5146,2026-02-18,1407,16,13,4,1165.26,90.03,
5148,2025-05-21,3506,30,9,11,52.39,,3907.45
5152,2025-04-12,918,78,3,11,,290.76,244307.86
5153,2025-05-02,574,80,10,2,1755.41,265.26,
5156,2025-06-02,2660,68,6,10,,266.31,234008.57
5157,2025-11-04,2411,58,7,8,1860.83,423.52,
5158,2025-10-07,1897,62,8,4,,168.7,
5160,2026-02-13,2364,56,15,5,1870.04,,313720.15
5161,2025-11-06,2583,25,8,11,,88.61,44499.97
5163,2025-01-03,1131,30,4,8,902.93,,109962.33
5164,2025-03-24,2799,31,10,8,,265.41,206805.25
5165,2025-08-19,1500,31,4,5,1599.56,,48291.35
5168,2025-10-19,2407,43,3,11,,326.43,
5171,2026-01-06,458,13,6,4,1084.33,220.67,
5173,2025-01-31,691,21,8,2,,182.07,97169.78
5177,2026-01-14,587,59,14,11,227.06,,15318.3
5178,2025-03-22,142,33,1,12,,195.54,
5183,2025-10-01,387,6,14,4,428.57,69.7,
5184,2025-04-30,2825,52,5,12,,21.82,19722.22
5187,2025-06-24,1171,66,13,3,,,
5188,2026-01-26,236,69,14,12,832.86,83.33,
5189,2025-10-19,2399,68,9,6,950.47,,139060.93
5192,2025-12-06,1210,12,8,11,1960.19,363.66,
5195,,744,55,4,3,926.06,151.34,41334.05
5196,,710,7,1,9,304.67,69.68,
5198,,2032,20,12,12,974.67,112.94,189090.31
5203,2025-11-06,2339,71,10,6,1246.38,,58911.27
5204,2025-06-01,718,80,12,10,1531.02,227.19,
5206,,269,71,14,2,613.26,,75032.23
5207,2025-01-29,872,60,8,4,1426.42,,45672.79
5209,2025-10-09,913,3,11,3,622.99,107.04,
5215,2026-02-12,2610,5,14,7,1977.13,179.32,
5218,,2749,14,14,11,1730.96,136.64,50065.6
5222,2026-01-06,2855,17,4,3,,160.04,104017.19
5225,2025-11-07,1410,63,12,7,,258.11,194015.98
5227,2025-03-30,2930,44,14,10,231.79,,24490.35
5232,,1429,49,9,12,1006.58,196.64,
5235,2025-11-25,985,61,15,9,1261.07,,34303.93
5236,2025-05-03,1152,78,9,3,,106.03,44320.13
5239,2025-09-03,35,16,8,8,165.09,25.11,
5241,2025-04-02,2515,29,4,5,1934.05,,115892.26
5243,2025-08-15,1050,49,9,12,,,308547.07
5244,2026-01-12,241,53,3,7,1899.98,,299110.99
5245,2025-07-23,2541,53,15,3,738.16,,105128.03
5246,2025-04-27,615,4,14,6,468.47,,86080.47
5248,,2118,71,4,4,476.93,113.6,85324.69
5249,2025-08-15,2897,44,14,9,101.87,8.35,
5251,2025-11-21,60,3,3,7,,159.51,74744.86
5252,2025-04-12,2143,51,13,11,1162.49,72.42,
5253,2025-02-17,1041,42,2,1,670.23,84.24,
5258,2025-11-18,2081,42,15,6,,,217824.84
5261,2025-03-28,2661,1,7,1,1311.19,,45193.9
5263,2025-08-24,717,33,15,6,,83.8,90325.62
5266,,1630,35,6,4,,,124574.95
5268,,1844,76,4,5,,122.54,37304.23
5271,2025-01-14,2626,21,8,4,1619.73,,
5277,2025-02-21,1667,22,7,6,1416.26,207.25,
5279,2026-01-14,1824,50,13,7,792.37,,151769.48
5280,2025-07-03,1066,35,9,9,130.74,28.52,
5282,2025-07-29,194,48,7,2,,,
5283,2025-06-09,628,43,1,9,1594.45,,205094.85
5284,2025-03-10,51,64,10,9,593.46,,61736.38
5285,2025-09-02,945,77,4,2,862.17,122.22,
5289,,201,79,5,3,311.66,36.41,54039.07
5291,2026-02-19,1981,80,1,6,681.38,117.35,
5295,,1409,70,13,1,500.68,122.5,57575.65
5297,2025-10-06,962,30,8,10,0.0,,5195.68
5300,2025-03-13,663,22,14,12,1346.62,334.22,
5301,2025-11-01,896,38,8,3,,57.14,37485.56
5303,2025-11-13,2287,48,14,1,,46.46,
5304,2025-07-01,1206,64,5,7,,158.93,179161.89
5306,,708,67,15,10,1260.54,87.45,233514.21
5310,2026-01-31,2103,43,2,11,,49.45,65364.93
5311,2025-05-07,1976,39,15,9,,51.58,34584.25
5319,2026-01-07,132,36,9,7,,274.62,123258.51
5325,2025-04-19,1842,23,3,10,180.48,18.84,
5326,2025-11-27,603,68,14,10,1854.33,,219116.93
5329,,2625,55,2,11,1662.12,228.1,
5330,,1037,48,15,7,952.39,69.24,21551.3
5331,,2539,3,8,1,1302.97,301.85,187960.65
5332,2025-08-04,371,3,9,3,-1085.3,,205876.25
5334,,400,26,13,12,393.32,93.08,50398.14
5336,2025-04-24,2502,39,15,5,709.61,42.05,
5337,2025-02-20,2478,33,3,9,,267.99,214068.83
5339,2025-07-22,2551,18,3,8,,,28597.68
5342,2025-10-01,944,3,6,12,1876.96,,279972.6
5343,2026-01-18,2499,62,8,1,,37.52,22387.7
5344,2025-01-07,2139,2,2,1,152.89,,26817.76
5345,2025-07-07,2378,46,11,8,1548.4,373.01,
5346,2025-08-30,389,20,11,9,,203.65,134179.59
5347,2025-12-29,2403,11,8,8,454.7,,44844.72
5348,2025-09-01,287,36,6,11,451.85,97.97,
5350,,1244,55,13,5,1640.37,,317854.15
5355,2025-11-26,2976,13,1,4,784.45,,115566.9
5356,,164,53,3,10,1041.68,188.22,129743.75
5357,2025-10-30,2569,15,1,7,,,114793.13
5358,2025-06-08,131,69,3,2,,100.01,88197.0
5363,,194,6,1,8,428.82,64.24,26859.18
5364,2025-05-25,1894,33,2,11,,47.97,27611.12
5366,2025-01-21,438,3,1,5,404.15,,
5368,2026-01-25,1791,10,2,12,1505.13,,
5369,,2095,71,6,4,,122.61,83250.56
5375,2026-01-21,2019,54,4,4,,40.08,35377.92
5377,2025-02-09,1877,73,3,5,,,69022.54
5379,2025-06-30,2119,15,9,9,,267.21,36611.31
5381,2025-04-05,1796,40,3,6,,36.58,20133.52
5382,2025-09-26,2903,44,1,10,90.36,,2056.14
5383,2025-03-07,2115,16,2,9,1089.42,84.56,
5384,,773,52,10,6,,75.93,108505.68
5386,2025-09-05,2189,15,15,5,1700.34,,265151.7
5387,2025-08-14,1892,60,13,5,1002.17,,75068.97
5388,2025-07-14,686,27,1,9,263.0,54.52,
5390,2025-05-03,563,40,10,11,,28.63,18073.21
5391,2026-02-17,2265,42,1,12,834.41,75.24,
5394,2025-07-20,609,80,10,10,1904.74,292.22,
5398,2025-10-17,1713,13,2,3,,,50075.07
5399,2025-08-02,2585,60,8,1,923.06,,167198.59
5400,2025-03-10,1260,41,14,3,1872.86,,130519.85
5403,2025-10-01,162,9,5,10,,140.37,31709.41
5404,2026-02-13,958,30,3,9,,77.34,19104.51
5406,2025-12-02,2238,20,15,5,622.91,77.87,
5408,2025-04-15,739,74,10,8,,216.6,226201.89
5409,2025-01-11,630,24,10,12,1087.16,,199584.07
5411,2025-09-01,2612,42,7,3,1694.12,222.54,
5412,2025-01-06,2597,28,5,5,964.86,136.14,
5416,2025-08-20,1712,64,13,1,1777.44,,338405.27
5417,,1341,30,1,4,1914.68,130.83,153751.42
5418,,2420,9,4,11,1048.58,,151035.79
5419,2025-01-28,1593,57,1,6,,6.63,8621.73
5420,2025-09-02,989,49,8,11,1152.52,,190930.55
5421,2025-10-31,1115,78,13,11,1763.53,,323192.48
5422,2025-06-02,2900,25,1,11,1186.62,135.44,
5423,2025-08-08,188,62,14,4,,9.6,
5424,,797,27,3,8,1198.6,279.98,130074.04
5429,2025-05-05,1575,54,2,8,199.26,27.81,
5431,2025-03-18,1273,16,4,11,1689.95,186.29,
5432,2025-04-17,1950,47,11,3,1893.14,,247078.31
5434,2025-11-11,2228,20,2,10,,,
5435,2026-01-17,2705,27,11,11,1614.48,,
5439,2025-09-02,565,33,4,4,,,129030.34
5441,2025-06-28,2507,64,11,11,,202.13,211957.53
5442,2025-03-23,2483,78,3,6,1148.04,112.91,
5443,2025-01-24,2778,24,8,12,,,17282.83
5445,,3798,14,9,12,,408.12,257678.71
5446,2025-10-19,1891,4,3,12,,99.34,48513.88
5449,2025-06-09,458,32,12,9,,128.58,135355.89
5452,2025-09-26,1487,37,1,6,1973.34,,148854.58
5453,2025-11-02,646,79,9,12,1485.08,296.69,
5455,2025-02-02,99,62,1,10,,,303035.29
5456,2025-11-14,533,1,9,11,685.11,,34109.19
5457,2025-08-22,2391,63,8,5,1354.43,,99477.37
5458,,2507,40,14,11,799.21,,157546.54
5459,,2452,30,7,6,242.29,59.45,34884.16
5460,,604,47,6,7,1650.68,,135708.92
5461,,1930,32,4,8,1618.69,143.34,184696.1
5463,2025-10-12,288,31,6,1,,150.67,184057.49
5464,,1623,60,15,3,144.01,,14753.7
5466,,2169,24,7,7,0.0,60.74,
5468,2025-11-04,1554,26,5,2,1447.21,,221805.76
5469,2025-05-13,385,21,5,8,829.09,123.23,
5470,2025-05-12,1539,32,7,8,,137.78,
5471,2026-01-03,71,49,8,3,,217.89,43076.48
5474,2025-07-30,269,34,3,10,481.29,,84489.18
5477,2025-06-26,2481,77,9,9,348.82,77.45,
5478,2025-06-23,2753,40,9,7,855.17,,97179.29
5479,2025-04-22,2463,30,6,10,,37.83,
5483,2025-09-10,2504,2,3,4,298.01,,11802.66
5485,2025-07-01,154,41,10,6,,,127855.68
5486,2026-01-09,1573,66,8,3,1983.37,281.49,
5487,,27,43,7,8,845.4,186.14,142505.14
5488,2026-01-29,881,47,10,5,1660.92,245.61,
5490,2025-09-12,393,24,5,7,,92.02,18156.79
5494,2025-02-21,2293,79,2,6,,300.94,73704.55
5496,2025-04-03,819,61,9,7,,38.29,
5498,2025-01-06,2336,17,1,7,1677.16,346.75,
5500,2025-08-26,1498,56,2,12,1862.43,,225555.76
5504,2025-06-27,2192,76,4,9,1203.65,,
5507,2025-04-14,901,77,8,3,1969.55,415.29,
5508,2025-08-26,933,33,14,1,140.59,29.22,
5509,2026-01-23,787,69,11,1,693.47,73.17,
5510,,2370,41,12,1,195.0,30.63,
5511,2025-06-14,2100,59,4,12,,105.35,53400.01
5512,2026-01-21,2010,48,5,4,,337.95,104745.31
5515,2025-08-21,2022,60,9,11,211.67,,
5517,2025-08-15,2933,63,5,11,364.89,83.36,
5518,2025-03-28,390,14,9,11,1867.27,175.38,
5519,,591,45,10,9,477.82,108.88,35816.19
5520,2025-09-24,532,36,7,4,549.06,,51798.01
5521,2025-04-14,2951,35,5,12,,125.51,148408.32
5522,2025-11-29,3665,23,12,6,1161.47,,199513.01
5525,2026-02-16,2122,44,3,6,-438.87,32.09,
5526,2025-08-14,2790,56,2,9,,,129712.16
5527,,1412,53,11,10,1423.77,,56117.67
5530,2025-09-02,931,16,13,2,,206.47,168445.71
5533,2025-12-14,2157,80,7,8,256.63,25.99,
5534,2025-07-18,2205,4,2,11,178.36,36.57,
5535,,2293,80,14,9,,,18962.81
5536,2025-06-25,2430,68,2,3,189.04,,24041.7
5538,2025-05-04,1731,67,11,10,,179.44,132153.41
5539,2025-03-04,667,44,4,3,,36.96,11597.38
5540,2025-12-05,2373,38,8,10,,272.47,58461.68
5544,2025-09-17,2736,27,6,9,,274.2,262347.42
5545,2025-07-14,95,51,9,7,,48.0,42348.93
5548,2025-06-17,2822,45,10,7,1627.48,241.3,
5552,2025-06-11,2884,39,14,9,1552.63,105.05,
5553,2026-01-28,2781,46,7,9,831.04,,115621.46
5554,2025-03-06,2518,28,15,6,,107.83,152241.09
5555,2025-04-07,1068,65,7,3,484.95,90.33,
5556,2025-10-07,736,9,8,8,991.03,,128657.95
5557,2026-01-22,1599,30,6,7,,194.88,
5558,2025-09-01,2535,14,6,5,356.36,,
5559,,320,31,15,2,515.74,34.35,81836.65
5560,2025-08-28,1420,5,3,5,1958.95,,318012.71
5561,2025-01-08,1288,56,5,2,352.58,30.16,
5563,2025-10-30,1272,2,4,3,1308.52,1741.39,
5570,2025-08-02,1929,80,11,11,,174.48,136664.87
5572,,387,4,12,2,1998.28,348.69,240888.92
5573,2025-06-30,2017,2,9,9,1617.01,,88518.86
5574,2025-05-17,161,13,10,6,288.0,,11854.35
5580,2025-06-16,1465,35,6,8,577.83,,
5581,2025-05-18,2403,23,1,10,942.01,144.05,
5582,2025-10-23,1747,34,2,9,,84.18,87535.57
5583,2025-01-10,2528,2,14,11,,12.18,
5584,,1615,76,8,10,-1675.76,307.37,
